0.000000000000000000e+00,1.913360118865966797e+00,-1.666028201580047607e-01,9.852954149246215820e-01,1.159929275512695312e+00,1.283157229423522949e+00,7.936848998069763184e-01,1.631873488426208496e+00,-1.138077020645141602e+00,0.000000000000000000e+00,3.020424842834472656e+00,-1.062622427940368652e+00,-1.705359071493148804e-01,2.214872121810913086e+00,7.690458297729492188e-01,1.747850298881530762e+00,-1.636669039726257324e+00,0.000000000000000000e+00,1.668312668800354004e+00,6.249895691871643066e-01,1.136853456497192383e+00,3.101961374282836914e+00,6.391563415527343750e-01,1.053819417953491211e+00,9.899247288703918457e-01,2.081000804901123047e+00,2.846531391143798828e+00,2.540760517120361328e+00,2.105918407440185547e+00
1.000000000000000000e+00,2.917164862155914307e-01,9.817064404487609863e-01,-1.228706598281860352e+00,1.230937957763671875e+00,1.856634579598903656e-02,4.917475581169128418e-01,1.272420048713684082e+00,7.651988267898559570e-01,0.000000000000000000e+00,4.533784687519073486e-01,1.949607133865356445e+00,1.701007723808288574e+00,0.000000000000000000e+00,8.099656105041503906e-01,-6.424626111984252930e-01,1.022282719612121582e+00,2.548224449157714844e+00,7.954545617103576660e-01,7.034718990325927734e-03,-8.753631711006164551e-01,3.101961374282836914e+00,8.522396683692932129e-01,1.001250624656677246e+00,9.927889108657836914e-01,9.531909227371215820e-01,6.473978757858276367e-01,1.054603338241577148e+00,8.574228882789611816e-01
1.000000000000000000e+00,1.765305638313293457e+00,3.174596726894378662e-01,2.795118391513824463e-01,3.981935381889343262e-01,-6.932177543640136719e-01,1.244942069053649902e+00,2.026975154876708984e+00,9.830683469772338867e-01,0.000000000000000000e+00,1.592553257942199707e+00,-7.279275357723236084e-02,-1.204186677932739258e+00,2.214872121810913086e+00,9.192020893096923828e-01,5.472323894500732422e-01,1.583120107650756836e+00,2.548224449157714844e+00,1.483566641807556152e+00,4.134524464607238770e-01,-6.750399470329284668e-01,0.000000000000000000e+00,1.108886003494262695e+00,1.002897858619689941e+00,9.901248812675476074e-01,8.594061136245727539e-01,8.770141601562500000e-01,9.171637892723083496e-01,8.425785303115844727e-01
1.000000000000000000e+00,2.422491312026977539e+00,-2.698435187339782715e-01,6.629210114479064941e-01,9.676235914230346680e-01,7.914167642593383789e-01,9.736015200614929199e-01,5.406401157379150391e-01,-3.697100281715393066e-01,2.173076152801513672e+00,1.887545228004455566e+00,-4.963116347789764404e-01,-1.360648751258850098e+00,0.000000000000000000e+00,6.663073301315307617e-01,-7.735384702682495117e-01,3.504982590675354004e-01,0.000000000000000000e+00,1.092898130416870117e+00,-4.893279075622558594e-01,-2.516392767429351807e-01,0.000000000000000000e+00,8.582274317741394043e-01,8.301877379417419434e-01,9.866920709609985352e-01,1.557559013366699219e+00,1.301473617553710938e+00,1.113585114479064941e+00,9.414777755737304688e-01
0.000000000000000000e+00,1.535263299942016602e+00,-8.678603172302246094e-01,-8.391939997673034668e-01,2.483508586883544922e+00,-3.761580884456634521e-01,1.572804331779479980e+00,-9.536168575286865234e-01,1.285757303237915039e+00,0.000000000000000000e+00,7.977245450019836426e-01,-8.770901560783386230e-01,1.673820972442626953e+00,0.000000000000000000e+00,1.000690340995788574e+00,-8.645633459091186523e-01,2.229091376066207886e-01,2.548224449157714844e+00,7.192680835723876953e-01,3.721329558175057173e-04,9.692699909210205078e-01,3.101961374282836914e+00,8.154123425483703613e-01,1.178051233291625977e+00,1.098221302032470703e+00,1.007191300392150879e+00,5.151330828666687012e-01,7.548288106918334961e-01,1.100190639495849609e+00
1.000000000000000000e+00,9.104702472686767578e-01,-3.487350046634674072e-01,1.635458022356033325e-01,5.569971799850463867e-01,-1.580388784408569336e+00,5.805149078369140625e-01,-4.901892542839050293e-01,-8.476111292839050293e-02,2.173076152801513672e+00,6.203265190124511719e-01,-3.059224188327789307e-01,1.718762159347534180e+00,2.214872121810913086e+00,7.077539563179016113e-01,1.890759468078613281e+00,-1.304382562637329102e+00,0.000000000000000000e+00,9.259208440780639648e-01,1.097200393676757812e+00,9.287613630294799805e-01,0.000000000000000000e+00,8.788464069366455078e-01,1.034730792045593262e+00,9.875960350036621094e-01,6.266321539878845215e-01,8.852390050888061523e-01,9.411669373512268066e-01,8.369277715682983398e-01
1.000000000000000000e+00,8.621558547019958496e-01,8.336631059646606445e-01,-9.507211446762084961e-01,8.399305939674377441e-01,6.967827677726745605e-01,2.424018383026123047e+00,-1.863638043403625488e+00,2.978604435920715332e-01,0.000000000000000000e+00,2.074637889862060547e+00,1.947664499282836914e+00,-8.019350171089172363e-01,0.000000000000000000e+00,2.049149751663208008e+00,1.112496733665466309e+00,1.563704371452331543e+00,2.548224449157714844e+00,2.779466390609741211e+00,2.527175843715667725e-01,-1.468564271926879883e+00,3.101961374282836914e+00,9.373965859413146973e-01,3.309826374053955078e+00,1.174576878547668457e+00,9.578680992126464844e-01,1.131130337715148926e+00,3.169752597808837891e+00,2.478122711181640625e+00
0.000000000000000000e+00,5.173667073249816895e-01,-4.315223097801208496e-01,1.411428928375244141e+00,8.549525141716003418e-01,-1.020873859524726868e-01,9.929305911064147949e-01,-6.426846385002136230e-01,-1.203493356704711914e+00,1.086538076400756836e+00,8.497226834297180176e-01,1.013203024864196777e+00,-5.124761164188385010e-02,0.000000000000000000e+00,1.657689809799194336e+00,1.208072900772094727e+00,8.647378683090209961e-01,2.548224449157714844e+00,5.123720169067382812e-01,1.496122717857360840e+00,-1.383662700653076172e+00,0.000000000000000000e+00,8.671377301216125488e-01,9.130979180335998535e-01,9.863051772117614746e-01,9.495331645011901855e-01,2.399744033813476562e+00,1.294887542724609375e+00,1.029470682144165039e+00
1.000000000000000000e+00,7.474091649055480957e-01,1.700495481491088867e+00,1.654458165168762207e+00,2.216278791427612305e+00,1.493243575096130371e+00,1.768477320671081543e+00,1.217957496643066406e+00,-4.068537056446075439e-01,2.173076152801513672e+00,1.021077394485473633e+00,4.303787946701049805e-01,-4.718085229396820068e-01,0.000000000000000000e+00,8.830240368843078613e-01,-1.794837594032287598e+00,3.987602293491363525e-01,0.000000000000000000e+00,2.606890439987182617e+00,1.417004466056823730e+00,8.921371698379516602e-01,0.000000000000000000e+00,1.079037427902221680e+00,9.769195914268493652e-01,9.680194854736328125e-01,2.316689491271972656e+00,9.587330818176269531e-01,1.712167382240295410e+00,2.388708591461181641e+00
0.000000000000000000e+00,9.489021301269531250e-01,4.791384935379028320e-01,8.954079151153564453e-01,5.985323786735534668e-01,-3.131462261080741882e-02,1.216177344322204590e+00,-5.575249195098876953e-01,4.652817845344543457e-01,1.086538076400756836e+00,1.230958461761474609e+00,-5.919352173805236816e-02,-9.839191436767578125e-01,0.000000000000000000e+00,2.937442302703857422e+00,2.960036993026733398e-01,-1.557341933250427246e+00,1.274112224578857422e+00,1.327055811882019043e+00,-1.260522365570068359e+00,-2.388762980699539185e-01,0.000000000000000000e+00,9.516184926033020020e-01,9.899309873580932617e-01,9.841398000717163086e-01,1.278187155723571777e+00,2.522808313369750977e+00,1.367890477180480957e+00,1.211531162261962891e+00
0.000000000000000000e+00,7.128204107284545898e-01,9.052494168281555176e-02,-1.051151037216186523e+00,1.314133882522583008e+00,-6.602504849433898926e-01,8.518555164337158203e-01,1.551664948463439941e+00,1.447080373764038086e+00,0.000000000000000000e+00,8.143438100814819336e-01,4.119226932525634766e-01,6.174250841140747070e-01,2.214872121810913086e+00,7.223305702209472656e-01,8.011917471885681152e-01,3.493888080120086670e-01,2.548224449157714844e+00,3.991877138614654541e-01,1.372864842414855957e+00,-9.302994608879089355e-01,0.000000000000000000e+00,7.493350505828857422e-01,9.660730361938476562e-01,9.763222336769104004e-01,7.524759769439697266e-01,2.704212665557861328e-01,6.886045336723327637e-01,7.457576990127563477e-01
1.000000000000000000e+00,1.669408917427062988e+00,-9.146108627319335938e-01,1.565125465393066406e+00,1.083490014076232910e+00,1.138750433921813965e+00,1.656624913215637207e+00,3.990372121334075928e-01,8.220842480659484863e-02,1.086538076400756836e+00,1.923050045967102051e+00,-7.624680399894714355e-01,-1.246353745460510254e+00,2.214872121810913086e+00,3.958505094051361084e-01,-6.533856391906738281e-01,-4.373284876346588135e-01,0.000000000000000000e+00,5.902623534202575684e-01,1.542760729789733887e+00,8.105651140213012695e-01,0.000000000000000000e+00,1.011572360992431641e+00,1.031269311904907227e+00,9.912868142127990723e-01,1.205974817276000977e+00,2.951889514923095703e+00,1.699344992637634277e+00,1.360010147094726562e+00
0.000000000000000000e+00,2.308110713958740234e+00,-1.461494714021682739e-01,1.264390707015991211e+00,8.117027282714843750e-01,7.929930090904235840e-01,7.367052435874938965e-01,2.244825601577758789e+00,-3.990918993949890137e-01,0.000000000000000000e+00,6.213337182998657227e-01,1.583399415016174316e+00,-9.334296584129333496e-01,0.000000000000000000e+00,1.070412039756774902e+00,9.268060326576232910e-01,1.599286869168281555e-02,2.548224449157714844e+00,1.222634077072143555e+00,1.157163619995117188e+00,1.626285910606384277e+00,3.101961374282836914e+00,8.119652271270751953e-01,9.496501684188842773e-01,1.001354455947875977e+00,1.133906006813049316e+00,8.832558989524841309e-01,8.859151601791381836e-01,1.169893860816955566e+00
1.000000000000000000e+00,6.271721720695495605e-01,1.739454150199890137e+00,-5.012806653976440430e-01,6.852673888206481934e-01,6.170617341995239258e-01,7.921276092529296875e-01,3.000142276287078857e-01,1.633904933929443359e+00,0.000000000000000000e+00,4.659688174724578857e-01,1.424094080924987793e+00,-1.628631472587585449e+00,0.000000000000000000e+00,1.205113649368286133e+00,1.232649564743041992e+00,4.392559230327606201e-01,1.274112224578857422e+00,1.566568493843078613e+00,4.909050464630126953e-01,-5.174421668052673340e-01,3.101961374282836914e+00,8.336127996444702148e-01,1.024279356002807617e+00,9.904270768165588379e-01,6.197674870491027832e-01,8.972088694572448730e-01,8.502584099769592285e-01,7.433252930641174316e-01
0.000000000000000000e+00,5.881912112236022949e-01,-1.351922750473022461e+00,-1.115514874458312988e+00,4.991875886917114258e-01,1.168176770210266113e+00,1.156541109085083008e+00,-1.370503544807434082e+00,-1.360935926437377930e+00,2.173076152801513672e+00,1.305997014045715332e+00,-7.216703295707702637e-01,1.341682970523834229e-01,1.107436060905456543e+00,4.162225723266601562e-01,-4.103492796421051025e-01,1.674096703529357910e+00,0.000000000000000000e+00,3.748469948768615723e-01,1.456147193908691406e+00,-6.074951589107513428e-02,0.000000000000000000e+00,7.266737222671508789e-01,9.671248793601989746e-01,9.919229745864868164e-01,8.849642276763916016e-01,1.859576344490051270e+00,1.103415727615356445e+00,8.927545547485351562e-01
1.000000000000000000e+00,1.160094618797302246e+00,-8.785740137100219727e-01,-8.641627430915832520e-01,4.166908860206604004e-01,6.698594093322753906e-01,1.018397450447082520e+00,-1.129877805709838867e+00,-1.348739743232727051e+00,0.000000000000000000e+00,2.851714134216308594e+00,1.390096068382263184e+00,4.282281398773193359e-01,0.000000000000000000e+00,1.906720876693725586e+00,4.744125008583068848e-01,-1.526276707649230957e+00,2.548224449157714844e+00,1.413708806037902832e+00,-1.150589585304260254e+00,2.828437089920043945e-01,0.000000000000000000e+00,1.836850643157958984e+00,1.307703614234924316e+00,9.903570413589477539e-01,1.206594705581665039e+00,1.067788958549499512e+00,1.234281897544860840e+00,1.019428253173828125e+00
